date,product_code,product,variant,sold_quantity,gross_price,gross_price_total
2020-12-01,A1420150502,"AQ Electron 4 3600 Desktop Processor",Plus,174,169.4999,29492.98
2020-12-01,A1421150503,"AQ Electron 4 3600 Desktop Processor",Premium,88,176.4389,15526.62
2020-12-01,A1521150601,"AQ Electron 3 3600 Desktop Processor",Standard,297,186.2917,55328.63
2020-12-01,A1521150602,"AQ Electron 3 3600 Desktop Processor",Plus,210,185.4599,38946.58
2020-12-01,A1618150101,"AQ MB Elite",Standard,167,19.6485,3281.30
2020-12-01,A1618150102,"AQ MB Elite","Plus 1",80,20.4629,1637.03
2020-12-01,A1618150103,"AQ MB Elite","Plus 2",208,21.2017,4409.95
2020-12-01,A1618150104,"AQ MB Elite",Premium,167,21.4489,3581.97
2020-12-01,A1718150201,"AQ MB Crossx",Standard,164,21.8879,3589.62
2020-12-01,A1718150202,"AQ MB Crossx","Plus 1",142,22.8957,3251.19
2020-12-01,A1718150203,"AQ MB Crossx","Plus 2",127,27.3445,3472.75
2020-12-01,A1718150204,"AQ MB Crossx",Premium,191,28.3991,5424.23
2020-12-01,A1819150301,"AQ MB Crossx 2",Standard,57,28.8615,1645.11
2020-12-01,A1819150302,"AQ MB Crossx 2","Plus 1",53,31.9525,1693.48
2020-12-01,A1819150303,"AQ MB Crossx 2","Plus 2",126,32.1924,4056.24
2020-12-01,A1819150304,"AQ MB Crossx 2",Premium,102,32.2612,3290.64
2020-12-01,A1919150401,"AQ MB Lito",Standard,41,33.7609,1384.20
2020-12-01,A1919150402,"AQ MB Lito","Plus 1",131,35.0256,4588.35
2020-12-01,A1919150403,"AQ MB Lito","Plus 2",73,35.8350,2615.96
2020-12-01,A1920150404,"AQ MB Lito",Premium,207,38.9780,8068.45
2020-12-01,A2020150501,"AQ MB Lito 2",Standard,34,41.3696,1406.57
2020-12-01,A2020150502,"AQ MB Lito 2","Plus 1",148,39.3932,5830.19
2020-12-01,A2021150503,"AQ MB Lito 2","Plus 2",187,45.4377,8496.85
2020-12-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",921,2.9434,2710.87
2020-12-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",1816,3.9998,7263.64
2020-12-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",1771,4.5295,8021.74
2020-12-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",584,5.0459,2946.81
2020-12-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",1123,4.6904,5267.32
2020-12-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",749,5.2542,3935.40
2020-12-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",1827,5.4383,9935.77
2020-12-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",640,6.4054,4099.46
2020-12-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",1333,6.7301,8971.22
2020-12-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",1842,7.3526,13543.49
2020-12-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",1595,7.9813,12730.17
2020-12-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",401,8.3193,3336.04
2020-12-01,A2319150301,"AQ Gamers Ms","Standard 1",1587,8.8044,13972.58
2020-12-01,A2319150302,"AQ Gamers Ms","Standard 2",1250,8.9901,11237.63
2020-12-01,A2319150303,"AQ Gamers Ms","Plus 1",341,9.3977,3204.62
2020-12-01,A2319150304,"AQ Gamers Ms","Plus 2",1430,10.4573,14953.94
2020-12-01,A2319150305,"AQ Gamers Ms","Premium 1",1209,10.4370,12618.33
2020-12-01,A2319150306,"AQ Gamers Ms","Premium 2",389,10.8659,4226.84
2020-12-01,A2419150401,"AQ Lite Ms","Standard 1",513,11.4829,5890.73
2020-12-01,A2419150402,"AQ Lite Ms","Standard 2",1483,11.2819,16731.06
2020-12-01,A2419150403,"AQ Lite Ms","Plus 1",711,10.8925,7744.57
2020-12-01,A2419150404,"AQ Lite Ms","Plus 2",1183,11.6332,13762.08
2020-12-01,A2419150405,"AQ Lite Ms","Premium 1",846,12.7423,10779.99
2020-12-01,A2420150406,"AQ Lite Ms","Premium 2",1179,12.2979,14499.22
2020-12-01,A2520150501,"AQ Maxima Ms","Standard 1",1363,12.0689,16449.91
2020-12-01,A2520150502,"AQ Maxima Ms","Standard 2",1760,14.5267,25566.99
2020-12-01,A2520150503,"AQ Maxima Ms","Plus 1",1194,14.1682,16916.83
2020-12-01,A2520150504,"AQ Maxima Ms","Plus 2",1587,14.2800,22662.36
2020-12-01,A2520150505,"AQ Maxima Ms","Premium 1",1692,15.1762,25678.13
2020-12-01,A2520150506,"AQ Maxima Ms","Premium 2",1101,14.5677,16039.04
2020-12-01,A2620150601,"AQ Qwerty Ms","Standard 1",513,14.9013,7644.37
2020-12-01,A2620150602,"AQ Qwerty Ms","Standard 2",1584,15.8102,25043.36
2020-12-01,A2620150603,"AQ Qwerty Ms","Plus 1",1269,15.9792,20277.60
2020-12-01,A2620150604,"AQ Qwerty Ms","Plus 2",726,16.5491,12014.65
2020-12-01,A2620150605,"AQ Qwerty Ms","Premium 1",318,16.5882,5275.05
2020-12-01,A2620150606,"AQ Qwerty Ms","Premium 2",651,16.7850,10927.04
2020-12-01,A2720150701,"AQ Trigger Ms","Standard 1",565,17.0917,9656.81
2020-12-01,A2721150702,"AQ Trigger Ms","Standard 2",1501,17.2368,25872.44
2020-12-01,A2721150703,"AQ Trigger Ms","Plus 1",970,16.9353,16427.24
2020-12-01,A2721150704,"AQ Trigger Ms","Plus 2",977,19.5860,19135.52
2020-12-01,A2721150705,"AQ Trigger Ms","Premium 1",464,19.4042,9003.55
2020-12-01,A2721150706,"AQ Trigger Ms","Premium 2",573,20.0537,11490.77
2020-12-01,A2821150801,"AQ Lumina Ms","Standard 1",1142,21.7118,24794.88
2020-12-01,A2918150101,"AQ Master wired x1","Standard 1",1568,6.8991,10817.79
2020-12-01,A2918150102,"AQ Master wired x1","Standard 2",748,7.5979,5683.23
2020-12-01,A2918150103,"AQ Master wired x1","Plus 1",706,7.7693,5485.13
2020-12-01,A2918150104,"AQ Master wired x1","Plus 2",1071,8.9514,9586.95
2020-12-01,A2918150105,"AQ Master wired x1","Premium 1",1315,9.4650,12446.48
2020-12-01,A2918150106,"AQ Master wired x1","Premium 2",627,10.4188,6532.59
2020-12-01,A3018150201,"AQ Master wireless x1","Standard 1",1543,10.7955,16657.46
2020-12-01,A3018150202,"AQ Master wireless x1","Standard 2",1498,11.0524,16556.50
2020-12-01,A3018150203,"AQ Master wireless x1","Plus 1",431,12.3739,5333.15
2020-12-01,A3019150204,"AQ Master wireless x1","Plus 2",1324,11.6011,15359.86
2020-12-01,A3019150205,"AQ Master wireless x1","Premium 1",1236,12.0509,14894.91
2020-12-01,A3019150206,"AQ Master wireless x1","Premium 2",348,13.0018,4524.63
2020-12-01,A3119150301,"AQ Gamers ","Standard 1",247,13.5061,3336.01
2020-12-01,A3119150302,"AQ Gamers ","Standard 2",507,15.3071,7760.70
2020-12-01,A3119150303,"AQ Gamers ","Plus 1",317,16.2407,5148.30
2020-12-01,A3120150304,"AQ Gamers ","Plus 2",1384,16.3792,22668.81
2020-12-01,A3120150305,"AQ Gamers ","Premium 1",681,16.3218,11115.15
2020-12-01,A3120150306,"AQ Gamers ","Premium 2",744,19.3003,14359.42
2020-12-01,A3220150401,"AQ Lite","Standard 1",1118,18.4943,20676.63
2020-12-01,A3220150402,"AQ Lite","Standard 2",577,18.7947,10844.54
2020-12-01,A3220150403,"AQ Lite","Plus 1",596,18.5844,11076.30
2020-12-01,A3220150404,"AQ Lite","Plus 2",950,18.4219,17500.81
2020-12-01,A3220150405,"AQ Lite","Premium 1",1147,18.9415,21725.90
2020-12-01,A3220150406,"AQ Lite","Premium 2",1020,20.0066,20406.73
2020-12-01,A3320150501,"AQ Maxima","Standard 1",228,20.3908,4649.10
2020-12-01,A3320150502,"AQ Maxima","Standard 2",1191,21.6988,25843.27
2020-12-01,A3320150503,"AQ Maxima","Plus 1",377,20.8733,7869.23
2020-12-01,A3320150504,"AQ Maxima","Plus 2",539,22.1341,11930.28
2020-12-01,A3320150505,"AQ Maxima","Premium 1",247,23.0844,5701.85
2020-12-01,A3320150506,"AQ Maxima","Premium 2",1198,23.7678,28473.82
2020-12-01,A3420150601,"AQ Qwerty","Standard 1",310,24.5690,7616.39
2020-12-01,A3420150602,"AQ Qwerty","Standard 2",336,23.9726,8054.79
2020-12-01,A3421150603,"AQ Qwerty","Plus 1",523,26.9507,14095.22
2020-12-01,A3421150604,"AQ Qwerty","Plus 2",1350,27.4152,37010.52
2020-12-01,A3421150605,"AQ Qwerty","Premium 1",1128,29.8692,33692.46
2020-12-01,A3421150606,"AQ Qwerty","Premium 2",744,29.6709,22075.15
2020-12-01,A3521150701,"AQ Trigger","Standard 1",1188,29.3872,34911.99
2020-12-01,A3521150702,"AQ Trigger","Standard 2",1049,30.3414,31828.13
2020-12-01,A3521150703,"AQ Trigger","Plus 1",827,31.7665,26270.90
2020-12-01,A3521150704,"AQ Trigger","Plus 2",304,33.6246,10221.88
2020-12-01,A3521150705,"AQ Trigger","Premium 1",897,34.5114,30956.73
2020-12-01,A3718150101,"AQ LION x1",Standard,114,16.5127,1882.45
2020-12-01,A3718150102,"AQ LION x1","Plus 1 ",149,16.1015,2399.12
2020-12-01,A3718150103,"AQ LION x1","Plus 2",62,17.5697,1089.32
2020-12-01,A3718150105,"AQ LION x1",Premium,57,18.0312,1027.78
2020-12-01,A3818150201,"AQ LION x2",Standard,138,17.2648,2382.54
2020-12-01,A3818150202,"AQ LION x2","Plus 1 ",127,17.5197,2225.00
2020-12-01,A3819150203,"AQ LION x2","Plus 2",68,18.4533,1254.82
2020-12-01,A3819150204,"AQ LION x2","Plus 3",98,21.1942,2077.03
2020-12-01,A3819150205,"AQ LION x2",Premium,61,21.6066,1318.00
2020-12-01,A3920150301,"AQ LION x3",Standard,45,22.1454,996.54
2020-12-01,A3920150302,"AQ LION x3","Plus 1 ",55,23.1520,1273.36
2020-12-01,A3920150303,"AQ LION x3","Plus 2",152,25.4670,3870.98
2020-12-01,A3920150304,"AQ LION x3","Plus 3",128,25.0442,3205.66
2020-12-01,A3920150305,"AQ LION x3",Premium,82,27.4546,2251.28
2020-12-01,A4020150401,"AQ Mx NB",Standard,105,26.9302,2827.67
2020-12-01,A4020150402,"AQ Mx NB","Plus 1 ",62,28.4500,1763.90
2020-12-01,A4021150403,"AQ Mx NB","Plus 2",86,29.9423,2575.04
2020-12-01,A4021150404,"AQ Mx NB","Plus 3",89,28.5800,2543.62
2020-12-01,A4021150405,"AQ Mx NB",Premium,68,31.7029,2155.80
2020-12-01,A4118110105,"AQ Aspiron","Plus Blue",57,182.8932,10424.91
2020-12-01,A4118110106,"AQ Aspiron","Plus Red",54,187.7533,10138.68
2020-12-01,A4118110107,"AQ Aspiron","Premium Black",30,195.7721,5873.16
2020-12-01,A4218110201,"AQ Digit","Standard Grey",35,200.2732,7009.56
2020-12-01,A4218110202,"AQ Digit","Standard Blue",42,215.9341,9069.23
2020-12-01,A4218110203,"AQ Digit","Standard Red",48,236.8486,11368.73
2020-12-01,A4218110204,"AQ Digit","Plus Grey",41,232.1038,9516.26
2020-12-01,A4218110205,"AQ Digit","Plus Blue",40,240.1403,9605.61
2020-12-01,A4218110206,"AQ Digit","Plus Red",18,237.0183,4266.33
2020-12-01,A4218110207,"AQ Digit","Premium Black",46,249.1303,11459.99
2020-12-01,A4218110208,"AQ Digit","Premium Misty Green",57,243.0414,13853.36
2020-12-01,A4318110301,"AQ Velocity","Standard Grey",42,264.7000,11117.40
2020-12-01,A4319110302,"AQ Velocity","Standard Blue",33,267.2091,8817.90
2020-12-01,A4319110303,"AQ Velocity","Standard Red",56,261.2305,14628.91
2020-12-01,A4319110304,"AQ Velocity","Plus Grey",73,267.0636,19495.64
2020-12-01,A4319110305,"AQ Velocity","Plus Blue",12,277.8079,3333.69
2020-12-01,A4319110306,"AQ Velocity","Plus Red",62,275.8194,17100.80
2020-12-01,A4419110401,"AQ Elite","Standard Grey",67,271.3471,18180.26
2020-12-01,A4419110402,"AQ Elite","Standard Blue",70,281.9504,19736.53
2020-12-01,A4419110403,"AQ Elite","Standard Red",17,288.0503,4896.86
2020-12-01,A4419110404,"AQ Elite","Plus Grey",51,286.8973,14631.76
2020-12-01,A4419110405,"AQ Elite","Plus Blue",39,291.2071,11357.08
2020-12-01,A4419110406,"AQ Elite","Plus Red",27,287.5666,7764.30
2020-12-01,A4419110407,"AQ Elite","Premium Black",16,287.4934,4599.89
2020-12-01,A4419110408,"AQ Elite","Premium Misty Green",62,297.0277,18415.72
2020-12-01,A4519110501,"AQ Gen X","Standard Grey",44,311.8396,13720.94
2020-12-01,A4519110502,"AQ Gen X","Standard Blue",54,300.3378,16218.24
2020-12-01,A4519110503,"AQ Gen X","Standard Red",68,306.9189,20870.49
2020-12-01,A4520110504,"AQ Gen X","Plus Grey",40,341.7343,13669.37
2020-12-01,A4520110505,"AQ Gen X","Plus Blue",15,325.2156,4878.23
2020-12-01,A4520110506,"AQ Gen X","Plus Red",21,325.2561,6830.38
2020-12-01,A4520110507,"AQ Gen X","Premium Black",68,322.9426,21960.10
2020-12-01,A4520110508,"AQ Gen X","Premium Misty Green",70,327.0930,22896.51
2020-12-01,A4620110601,"AQ Gen Y","Standard Grey",24,347.2474,8333.94
2020-12-01,A4620110602,"AQ Gen Y","Standard Blue",31,346.6886,10747.35
2020-12-01,A4620110603,"AQ Gen Y","Standard Red",37,366.0459,13543.70
2020-12-01,A4620110604,"AQ Gen Y","Plus Grey",56,353.0982,19773.50
2020-12-01,A4620110605,"AQ Gen Y","Plus Blue",16,349.2525,5588.04
2020-12-01,A4620110606,"AQ Gen Y","Plus Red",56,348.5375,19518.10
2020-12-01,A4620110607,"AQ Gen Y","Premium Black",58,347.8030,20172.57
2020-12-01,A4620110608,"AQ Gen Y","Premium Misty Green",40,363.0630,14522.52
2020-12-01,A4720110701,"AQ GEN Z","Standard Grey",30,367.7335,11032.01
2020-12-01,A4720110702,"AQ GEN Z","Standard Blue",41,371.4027,15227.51
2020-12-01,A4721110703,"AQ GEN Z","Standard Red",37,361.6496,13381.04
2020-12-01,A4721110704,"AQ GEN Z","Plus Grey",48,380.2153,18250.33
2020-12-01,A4721110705,"AQ GEN Z","Plus Blue",19,377.4069,7170.73
2020-12-01,A4918110101,"AQ BZ 101","Standard Grey",36,419.1936,15090.97
2020-12-01,A4918110102,"AQ BZ 101","Standard Blue",39,451.4881,17608.04
2020-12-01,A4918110103,"AQ BZ 101","Premium Black",41,428.1451,17553.95
2020-12-01,A4918110104,"AQ BZ 101","Premium Misty Green",41,460.2805,18871.50
2020-12-01,A5018110201,"AQ BZ Compact","Standard Grey",34,451.7049,15357.97
2020-12-01,A5018110202,"AQ BZ Compact","Standard Blue",35,462.5568,16189.49
2020-12-01,A5018110203,"AQ BZ Compact","Standard Red",22,452.1420,9947.12
2020-12-01,A5018110204,"AQ BZ Compact","Plus Grey",47,447.7337,21043.48
2020-12-01,A5018110205,"AQ BZ Compact","Plus Blue",18,486.1763,8751.17
2020-12-01,A5018110206,"AQ BZ Compact","Plus Red",21,475.5544,9986.64
2020-12-01,A5018110207,"AQ BZ Compact","Premium Black",12,475.1904,5702.28
2020-12-01,A5019110208,"AQ BZ Compact","Premium Misty Green",36,467.3047,16822.97
2020-12-01,A5119110301,"AQ BZ Gen Y","Standard Grey",40,479.0441,19161.76
2020-12-01,A5119110302,"AQ BZ Gen Y","Standard Blue",19,474.3132,9011.95
2020-12-01,A5119110303,"AQ BZ Gen Y","Standard Red",43,474.3154,20395.56
2020-12-01,A5119110305,"AQ BZ Gen Y","Plus Blue",45,483.3813,21752.16
2020-12-01,A5119110306,"AQ BZ Gen Y","Plus Red",18,486.4857,8756.74
2020-12-01,A5119110307,"AQ BZ Gen Y","Premium Black",16,516.4580,8263.33
2020-12-01,A5119110308,"AQ BZ Gen Y","Premium Misty Green",24,512.5811,12301.95
2020-12-01,A5219110401,"AQ BZ Gen Z","Standard Grey",35,506.9644,17743.75
2020-12-01,A5219110402,"AQ BZ Gen Z","Standard Blue",40,490.1582,19606.33
2020-12-01,A5219110403,"AQ BZ Gen Z","Standard Red",35,525.8042,18403.15
2020-12-01,A5219110405,"AQ BZ Gen Z","Plus Blue",41,521.2603,21371.67
2020-12-01,A5219110406,"AQ BZ Gen Z","Plus Red",41,550.4597,22568.85
2020-12-01,A5219110407,"AQ BZ Gen Z","Premium Black",23,545.5931,12548.64
2020-12-01,A5220110408,"AQ BZ Gen Z","Premium Misty Green",19,533.0397,10127.75
2020-12-01,A5318110103,"AQ Gamer 1","Standard Black",18,584.9722,10529.50
2020-12-01,A5318110104,"AQ Gamer 1","Plus Firey Red",16,586.3824,9382.12
2020-12-01,A5318110105,"AQ Gamer 1","Plus Cool Blue",13,551.3303,7167.29
2020-12-01,A5318110106,"AQ Gamer 1","Plus Black",7,565.8747,3961.12
2020-12-01,A5318110107,"AQ Gamer 1","Premium Black",31,571.6489,17721.12
2020-12-01,A5318110108,"AQ Gamer 1","Premium Misty Green",29,579.6609,16810.17
2020-12-01,A5419110201,"AQ Gamer 2","Standard Firey Red",22,585.0003,12870.01
2020-12-01,A5419110202,"AQ Gamer 2","Standard Cool Blue",16,567.9271,9086.83
2020-12-01,A5419110203,"AQ Gamer 2","Standard Black",27,595.5711,16080.42
2020-12-01,A5419110204,"AQ Gamer 2","Plus Firey Red",9,602.9200,5426.28
2020-12-01,A5419110205,"AQ Gamer 2","Plus Cool Blue",25,570.7578,14268.95
2020-12-01,A5419110206,"AQ Gamer 2","Plus Black",7,601.6398,4211.48
2020-12-01,A5419110207,"AQ Gamer 2","Premium Black",6,599.2302,3595.38
2020-12-01,A5419110208,"AQ Gamer 2","Premium Misty Green",9,608.4070,5475.66
2020-12-01,A5519110301,"AQ Gamer 3","Standard Firey Red",8,589.7411,4717.93
2020-12-01,A5519110302,"AQ Gamer 3","Standard Cool Blue",30,605.8642,18175.93
2020-12-01,A5519110303,"AQ Gamer 3","Standard Black",30,604.2721,18128.16
2020-12-01,A5519110304,"AQ Gamer 3","Plus Firey Red",25,597.7704,14944.26
2020-12-01,A5520110305,"AQ Gamer 3","Plus Cool Blue",13,632.4885,8222.35
2020-12-01,A5520110306,"AQ Gamer 3","Plus Black",9,639.6816,5757.13
2020-12-01,A5520110307,"AQ Gamer 3","Premium Black",18,609.7926,10976.27
2020-12-01,A5520110308,"AQ Gamer 3","Premium Misty Green",22,590.1159,12982.55
2020-12-01,A5620110401,"AQ Smash 1","Standard Firey Red",11,642.0698,7062.77
2020-12-01,A5620110402,"AQ Smash 1","Standard Cool Blue",17,593.8297,10095.10
2020-12-01,A5621110403,"AQ Smash 1","Standard Black",9,631.1855,5680.67
2020-12-01,A5621110404,"AQ Smash 1","Plus Firey Red",25,639.9614,15999.04
2020-12-01,A5621110405,"AQ Smash 1","Plus Cool Blue",25,601.8173,15045.43
2020-12-01,A5621110406,"AQ Smash 1","Plus Black",25,644.3777,16109.44
2020-12-01,A5621110407,"AQ Smash 1","Premium Black",19,655.7782,12459.79
2020-12-01,A5621110408,"AQ Smash 1","Premium Misty Green",18,657.2525,11830.55
2020-12-01,A5721110501,"AQ Smash 2","Standard Firey Red",9,649.6929,5847.24
2020-12-01,A5721110502,"AQ Smash 2","Standard Cool Blue",25,627.9938,15699.85
2020-12-01,A5721110503,"AQ Smash 2","Standard Black",24,678.3035,16279.28
2020-12-01,A5721110504,"AQ Smash 2","Plus Firey Red",11,655.8348,7214.18
2020-12-01,A5721110505,"AQ Smash 2","Plus Cool Blue",30,674.4272,20232.82
2020-12-01,A5721110506,"AQ Smash 2","Plus Black",21,720.5460,15131.47
2020-12-01,A5820110101,"AQ BZ Allin1","Standard 1",24,681.3022,16351.25
2020-12-01,A5820110102,"AQ BZ Allin1","Standard 2",13,697.5541,9068.20
2020-12-01,A5820110103,"AQ BZ Allin1","Standard 3",35,735.1465,25730.13
2020-12-01,A5820110104,"AQ BZ Allin1","Plus 1",41,690.4971,28310.38
2020-12-01,A5820110105,"AQ BZ Allin1","Plus 2",9,709.3926,6384.53
2020-12-01,A5820110106,"AQ BZ Allin1","Plus 3",35,692.5242,24238.35
2020-12-01,A5820110107,"AQ BZ Allin1","Premium 1",12,737.6775,8852.13
2020-12-01,A5821110108,"AQ BZ Allin1","Premium 2",51,746.7388,38083.68
2020-12-01,A6018110101,"AQ Home Allin1","Standard 1",3,800.4577,2401.37
2020-12-01,A6018110102,"AQ Home Allin1","Standard 2",9,764.0542,6876.49
2020-12-01,A6018110103,"AQ Home Allin1","Standard 3",5,770.9789,3854.89
2020-12-01,A6018110104,"AQ Home Allin1","Plus 1",6,749.0987,4494.59
2020-12-01,A6018110105,"AQ Home Allin1","Plus 2",8,766.6472,6133.18
2020-12-01,A6018110106,"AQ Home Allin1","Plus 3",2,787.5874,1575.17
2020-12-01,A6019110107,"AQ Home Allin1","Premium 1",4,785.9918,3143.97
2020-12-01,A6019110108,"AQ Home Allin1","Premium 2",10,796.6606,7966.61
2020-12-01,A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",8,824.0889,6592.71
2020-12-01,A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",9,790.1040,7110.94
2020-12-01,A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",10,769.5635,7695.64
2020-12-01,A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",6,807.2638,4843.58
2020-12-01,A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",8,834.9812,6679.85
2020-12-01,A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",4,810.6034,3242.41
2020-12-01,A6218160101,"AQ Digit SSD",Standard,341,13.5941,4635.59
2020-12-01,A6218160102,"AQ Digit SSD",Plus,1247,15.2481,19014.38
2020-12-01,A6219160103,"AQ Digit SSD",Premium,1393,16.3003,22706.32
2020-12-01,A6319160201,"AQ Neuer SSD",Standard,782,17.3590,13574.74
2020-12-01,A6319160202,"AQ Neuer SSD",Plus,1715,18.5733,31853.21
2020-12-01,A6319160203,"AQ Neuer SSD",Premium,438,19.3433,8472.37
2020-12-01,A6419160301,"AQ Clx1",Standard,1348,17.8043,24000.20
2020-12-01,A6419160302,"AQ Clx1",Plus,943,19.6723,18550.98
2020-12-01,A6419160303,"AQ Clx1",Premium,1662,19.3342,32133.44
2020-12-01,A6519160401,"AQ Clx2",Standard,539,20.2889,10935.72
2020-12-01,A6520160402,"AQ Clx2",Plus,195,20.1650,3932.18
2020-12-01,A6520160403,"AQ Clx2",Premium,839,21.2830,17856.44
2020-12-01,A6620160501,"AQ Clx3",Standard,1127,22.8530,25755.33
2020-12-01,A6720160103,"AQ Pen Drive 2 IN 1",Premium,703,4.4411,3122.09
2020-12-01,A6818160201,"AQ Pen Drive DRC",Standard,2085,2.9990,6252.92
2020-12-01,A6818160202,"AQ Pen Drive DRC",Plus,722,3.8531,2781.94
2020-12-01,A6819160203,"AQ Pen Drive DRC",Premium,1394,5.0984,7107.17
2020-12-01,A7118160101,"AQ Wi Power Dx1",Standard,1218,29.6712,36139.52
2020-12-01,A7119160102,"AQ Wi Power Dx1",Plus,697,29.9264,20858.70
2020-12-01,A7119160103,"AQ Wi Power Dx1",Premium,293,28.7736,8430.66
2020-12-01,A7219160201,"AQ Wi Power Dx2",Standard,531,32.9575,17500.43
2020-12-01,A7220160202,"AQ Wi Power Dx2",Plus,1083,35.2053,38127.34
2020-12-01,A7220160203,"AQ Wi Power Dx2",Premium,132,37.4784,4947.15
2020-12-01,A7321160301,"AQ Wi Power Dx3",Standard,135,40.7954,5507.38
2020-12-01,A7321160302,"AQ Wi Power Dx3",Plus,487,43.9446,21401.02
2020-12-01,A7321160303,"AQ Wi Power Dx3",Premium,708,42.8483,30336.60
2021-01-01,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,182,19.0573,3468.43
2021-01-01,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,121,21.4565,2596.24
2021-01-01,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,142,21.7795,3092.69
2021-01-01,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",35,22.9729,804.05
2021-01-01,A0219150201,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Standard,161,23.6987,3815.49
2021-01-01,A0219150202,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Plus,241,24.7312,5960.22
2021-01-01,A0220150203,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Premium,41,23.6154,968.23
2021-01-01,A0320150301,"AQ Zion Saga",Standard,121,23.7223,2870.40
2021-01-01,A0321150302,"AQ Zion Saga",Plus,164,27.1027,4444.84
2021-01-01,A0321150303,"AQ Zion Saga",Premium,172,28.0059,4817.01
2021-01-01,A0418150103,"AQ Mforce Gen X","Standard 3",133,19.5235,2596.63
2021-01-01,A0418150104,"AQ Mforce Gen X","Plus 1",155,19.9239,3088.20
2021-01-01,A0418150105,"AQ Mforce Gen X","Plus 2",176,20.0766,3533.48
2021-01-01,A0418150106,"AQ Mforce Gen X","Plus 3",121,19.9365,2412.32
2021-01-01,A0519150201,"AQ Mforce Gen Y","Standard 1",81,22.3984,1814.27
2021-01-01,A0519150202,"AQ Mforce Gen Y","Standard 2",65,24.9298,1620.44
2021-01-01,A0519150203,"AQ Mforce Gen Y","Standard 3",144,26.5871,3828.54
2021-01-01,A0519150204,"AQ Mforce Gen Y","Plus 1",114,26.1081,2976.32
2021-01-01,A0519150205,"AQ Mforce Gen Y","Plus 2",166,29.7008,4930.33
2021-01-01,A0519150206,"AQ Mforce Gen Y","Plus 3",120,31.2439,3749.27
2021-01-01,A0519150207,"AQ Mforce Gen Y","Premium 1",20,32.4427,648.85
2021-01-01,A0519150208,"AQ Mforce Gen Y","Premium 2",72,30.5816,2201.88
2021-01-01,A0619150301,"AQ Mforce Gen Z","Standard 1",123,30.4696,3747.76
2021-01-01,A0619150302,"AQ Mforce Gen Z","Standard 2",27,34.0973,920.63
2021-01-01,A0620150303,"AQ Mforce Gen Z","Standard 3",42,34.2412,1438.13
2021-01-01,A0620150304,"AQ Mforce Gen Z","Plus 1",152,37.5826,5712.56
2021-01-01,A0620150305,"AQ Mforce Gen Z","Plus 2",190,36.5679,6947.90
2021-01-01,A0620150306,"AQ Mforce Gen Z","Plus 3",79,37.5278,2964.70
2021-01-01,A0621150307,"AQ Mforce Gen Z","Premium 1",126,36.2434,4566.67
2021-01-01,A0621150308,"AQ Mforce Gen Z","Premium 2",188,39.3990,7407.01
2021-01-01,A0721150401,"AQ GT 21",Standard,72,39.3377,2832.31
2021-01-01,A0721150402,"AQ GT 21","Plus 1",120,39.1465,4697.58
2021-01-01,A0721150403,"AQ GT 21","Plus 2",48,39.2990,1886.35
2021-01-01,A0721150404,"AQ GT 21",Premium,126,39.1215,4929.31
2021-01-01,A0821150501,"AQ Marquee P3",Standard,86,40.5013,3483.11
2021-01-01,A0821150502,"AQ Marquee P3","Plus 1",161,43.2966,6970.75
2021-01-01,A0821150503,"AQ Marquee P3","Plus 2",73,42.3841,3094.04
2021-01-01,A0821150504,"AQ Marquee P3",Premium,132,44.7044,5900.98
2021-01-01,A0921150601,"AQ Marquee P4",Standard,104,45.0813,4688.46
2021-01-01,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Standard,82,111.1036,9110.50
2021-01-01,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Plus,37,123.4797,4568.75
